Time,HeartRate_BPM,RespirationRate_BPM,Range_m,HeartWaveform,BreathWaveform,HeartRate_FFT,BreathRate_FFT
1.00,133.33,7.03,0.388,94.9219,46.8750,133.33,7.03
1.71,133.33,7.03,0.392,94.9219,46.8750,133.33,7.03
1.85,133.33,7.03,0.413,94.9219,46.8750,133.33,7.03
1.97,133.33,7.03,0.441,94.9219,46.8750,133.33,7.03
2.10,133.33,7.03,0.469,94.9219,46.8750,133.33,7.03
2.24,133.33,7.03,0.469,94.9219,46.8750,133.33,7.03
2.38,133.33,7.03,0.469,94.9219,46.8750,133.33,7.03
2.51,133.33,7.03,0.469,94.9219,46.8750,133.33,7.03
2.63,133.33,7.03,0.470,94.9219,46.8750,133.33,7.03
2.75,133.33,7.03,0.474,94.9219,46.8750,133.33,7.03
3.11,133.33,7.03,0.449,94.9219,46.8750,133.33,7.03
3.24,133.33,7.03,0.449,94.9219,46.8750,133.33,7.03
3.37,133.33,7.03,0.449,94.9219,46.8750,133.33,7.03
3.49,133.33,7.03,0.449,94.9219,46.8750,133.33,7.03
3.62,133.33,7.03,0.449,94.9219,46.8750,133.33,7.03
3.73,133.33,7.03,0.449,94.9219,46.8750,133.33,7.03
3.93,133.33,7.03,0.446,94.9219,46.8750,133.33,7.03
4.05,133.33,7.03,0.449,94.9219,46.8750,133.33,7.03
4.17,133.33,7.03,0.449,94.9219,46.8750,133.33,7.03
4.30,133.33,7.03,0.449,94.9219,46.8750,133.33,7.03
4.44,133.33,7.03,0.449,94.9219,46.8750,133.33,7.03
4.55,133.33,7.03,0.449,94.9219,46.8750,133.33,7.03
4.68,133.33,7.03,0.449,94.9219,46.8750,133.33,7.03
4.80,133.33,7.03,0.449,94.9219,46.8750,133.33,7.03
4.89,133.33,7.03,0.444,94.9219,46.8750,133.33,7.03
5.02,133.33,7.03,0.470,94.9219,46.8750,133.33,7.03
5.15,133.33,7.03,0.470,94.9219,46.8750,133.33,7.03
5.27,133.33,7.03,0.470,94.9219,46.8750,133.33,7.03
5.38,133.33,7.03,0.470,94.9219,46.8750,133.33,7.03
5.50,133.33,7.03,0.470,94.9219,46.8750,133.33,7.03
5.61,133.33,7.03,0.470,94.9219,46.8750,133.33,7.03
5.74,133.33,7.03,0.472,94.9219,46.8750,133.33,7.03
5.86,133.33,7.03,0.601,94.9219,46.8750,133.33,7.03
5.98,133.33,7.03,0.808,94.9219,46.8750,133.33,7.03
6.10,133.33,7.03,0.988,94.9219,46.8750,133.33,7.03
6.23,133.33,7.03,1.036,94.9219,46.8750,133.33,7.03
6.35,133.33,7.03,1.036,94.9219,46.8750,133.33,7.03
6.47,133.33,7.03,1.036,94.9219,46.8750,133.33,7.03
6.60,133.33,7.03,1.036,94.9219,46.8750,133.33,7.03
6.71,133.33,7.03,1.036,94.9219,46.8750,133.33,7.03
6.83,133.33,7.03,1.036,94.9219,46.8750,133.33,7.03
6.96,133.33,7.03,1.036,94.9219,46.8750,133.33,7.03
7.10,133.33,7.03,1.036,94.9219,46.8750,133.33,7.03
7.22,133.33,9.38,1.036,94.9219,46.8750,133.33,9.38
7.33,133.33,9.38,1.036,94.9219,46.8750,133.33,9.38
7.47,133.33,9.38,1.036,94.9219,46.8750,133.33,9.38
7.59,133.33,9.38,1.034,94.9219,46.8750,133.33,9.38
7.68,133.33,9.38,0.896,94.9219,46.8750,133.33,9.38
7.81,133.33,9.38,0.724,94.9219,46.8750,133.33,9.38
7.93,133.33,9.38,1.119,94.9219,46.8750,133.33,9.38
8.05,133.33,9.38,1.518,94.9219,46.8750,133.33,9.38
8.17,133.33,9.38,2.109,94.9219,46.8750,133.33,9.38
8.30,133.33,9.38,2.594,94.9219,46.8750,133.33,9.38
8.41,133.33,9.38,2.997,94.9219,46.8750,133.33,9.38
8.55,133.33,9.38,3.328,94.9219,46.8750,133.33,9.38
8.66,133.33,9.38,3.685,94.9219,46.8750,133.33,9.38
8.78,133.33,9.38,4.072,94.9219,46.8750,133.33,9.38
8.89,133.33,9.38,4.456,94.9219,46.8750,133.33,9.38
9.01,133.33,9.38,4.825,94.9219,46.8750,133.33,9.38
9.14,133.33,9.38,5.148,94.9219,46.8750,133.33,9.38
9.28,133.33,9.38,5.433,94.9219,46.8750,133.33,9.38
9.44,133.33,9.38,5.701,94.9219,46.8750,133.33,9.38
9.63,133.33,9.38,5.977,94.9219,46.8750,133.33,9.38
9.79,133.33,11.72,6.492,94.9219,46.8750,133.33,11.72
9.94,133.33,11.72,6.302,94.9219,46.8750,133.33,11.72
