Time,HeartRate_BPM,RespirationRate_BPM,Range_m,HeartWaveform,BreathWaveform,HeartRate_FFT,BreathRate_FFT
1.15,133.33,7.03,1.459,94.9219,46.8750,133.33,7.03
1.33,133.33,7.03,1.183,94.9219,46.8750,133.33,7.03
1.48,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
1.63,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
1.80,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
1.96,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
2.14,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
2.29,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
2.45,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
2.59,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
2.75,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
2.90,133.33,7.03,0.496,94.9219,46.8750,133.33,7.03
3.04,133.33,7.03,0.827,94.9219,46.8750,133.33,7.03
3.17,133.33,7.03,0.899,94.9219,46.8750,133.33,7.03
3.31,133.33,7.03,0.805,94.9219,46.8750,133.33,7.03
3.47,133.33,7.03,0.816,94.9219,46.8750,133.33,7.03
3.61,133.33,7.03,1.016,94.9219,46.8750,133.33,7.03
3.77,133.33,7.03,1.205,94.9219,46.8750,133.33,7.03
3.90,133.33,7.03,1.049,94.9219,46.8750,133.33,7.03
4.05,133.33,7.03,0.449,94.9219,46.8750,133.33,7.03
4.19,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
4.33,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
4.51,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
4.63,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
4.78,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
4.92,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
5.09,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
5.24,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
5.38,133.33,7.03,0.332,94.9219,46.8750,133.33,7.03
5.52,133.33,7.03,0.308,94.9219,46.8750,133.33,7.03
5.66,133.33,7.03,0.469,94.9219,46.8750,133.33,7.03
5.83,133.33,7.03,0.973,94.9219,46.8750,133.33,7.03
5.97,133.33,7.03,1.369,94.9219,46.8750,133.33,7.03
6.12,133.33,7.03,1.229,94.9219,46.8750,133.33,7.03
6.26,133.33,7.03,0.624,94.9219,46.8750,133.33,7.03
6.42,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
6.59,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
6.74,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
6.89,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
7.05,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
7.18,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
7.35,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
7.51,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
7.67,133.33,7.03,0.330,94.9219,46.8750,133.33,7.03
7.81,133.33,7.03,0.373,94.9219,46.8750,133.33,7.03
7.97,133.33,7.03,0.418,94.9219,46.8750,133.33,7.03
8.14,133.33,7.03,0.474,94.9219,46.8750,133.33,7.03
8.56,133.33,7.03,0.535,94.9219,46.8750,133.33,7.03
8.74,133.33,7.03,0.592,94.9219,46.8750,133.33,7.03
8.94,133.33,7.03,0.642,94.9219,46.8750,133.33,7.03
9.11,133.33,7.03,0.684,94.9219,46.8750,133.33,7.03
9.27,133.33,7.03,0.716,94.9219,46.8750,133.33,7.03
9.40,133.33,7.03,0.733,94.9219,46.8750,133.33,7.03
9.56,133.33,7.03,0.732,94.9219,46.8750,133.33,7.03
9.78,133.33,9.38,0.709,94.9219,46.8750,133.33,9.38
9.98,133.33,9.38,0.670,94.9219,46.8750,133.33,9.38
10.19,133.33,9.38,0.628,94.9219,46.8750,133.33,9.38
10.37,133.33,9.38,0.596,94.9219,46.8750,133.33,9.38
10.53,133.33,9.38,0.580,94.9219,46.8750,133.33,9.38
10.69,133.33,9.38,0.575,94.9219,46.8750,133.33,9.38
10.85,133.33,9.38,0.569,94.9219,46.8750,133.33,9.38
11.01,133.33,9.38,0.557,94.9219,46.8750,133.33,9.38
11.17,133.33,9.38,0.551,94.9219,46.8750,133.33,9.38
11.32,133.33,9.38,0.558,94.9219,46.8750,133.33,9.38
11.47,133.33,9.38,0.576,94.9219,46.8750,133.33,9.38
11.62,133.33,9.38,0.597,94.9219,46.8750,133.33,9.38
11.78,133.33,9.38,0.612,94.9219,46.8750,133.33,9.38
11.94,133.33,9.38,0.617,94.9219,46.8750,133.33,9.38
12.15,133.33,11.72,1.663,94.9219,46.8750,133.33,11.72
12.31,133.33,11.72,2.011,94.9219,46.8750,133.33,11.72
12.48,133.33,11.72,1.393,94.9219,46.8750,133.33,11.72
12.67,133.33,11.72,0.631,94.9219,46.8750,133.33,11.72
12.84,133.33,11.72,1.000,94.9219,46.8750,133.33,11.72
12.99,133.33,11.72,1.000,94.9219,46.8750,133.33,11.72
13.18,133.33,11.72,1.000,94.9219,46.8750,133.33,11.72
13.35,133.33,11.72,1.000,94.9219,46.8750,133.33,11.72
13.52,133.33,11.72,1.000,94.9219,46.8750,133.33,11.72
13.93,133.33,11.72,1.000,94.9219,46.8750,133.33,11.72
14.41,133.33,11.72,1.000,94.9219,46.8750,133.33,11.72
14.90,133.33,11.72,1.000,94.9219,46.8750,133.33,11.72
15.39,133.33,11.72,1.000,94.9219,46.8750,133.33,11.72
15.87,133.33,11.72,1.000,94.9219,46.8750,133.33,11.72
16.34,133.33,11.72,1.000,94.9219,46.8750,133.33,11.72
16.84,133.33,11.72,1.000,94.9219,46.8750,133.33,11.72
17.33,133.33,11.72,1.599,94.9219,46.8750,133.33,11.72
17.82,133.33,11.72,3.252,94.9219,46.8750,133.33,11.72
18.31,133.33,11.72,3.606,94.9219,46.8750,133.33,11.72
18.82,133.33,11.72,2.268,94.9219,46.8750,133.33,11.72
19.31,133.33,14.06,0.711,94.9219,46.8750,133.33,14.06
19.83,133.33,14.06,0.728,94.9219,46.8750,133.33,14.06
