Time,HeartRate_BPM,RespirationRate_BPM,Range_m,HeartWaveform,BreathWaveform,HeartRate_FFT,BreathRate_FFT
3.55,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
3.60,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
3.66,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
3.70,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
3.75,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
3.81,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
3.85,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
3.90,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
3.96,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
4.00,133.33,7.03,1.000,94.9219,46.8750,133.33,7.03
4.05,133.33,7.03,0.950,94.9219,46.8750,133.33,7.03
4.11,133.33,7.03,0.900,94.9219,46.8750,133.33,7.03
4.15,133.33,7.03,0.850,94.9219,46.8750,133.33,7.03
4.20,133.33,7.03,0.800,94.9219,46.8750,133.33,7.03
4.26,133.33,7.03,0.750,94.9219,46.8750,133.33,7.03
4.30,133.33,7.03,0.700,94.9219,46.8750,133.33,7.03
4.35,133.33,7.03,0.650,94.9219,46.8750,133.33,7.03
4.41,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
4.45,133.33,7.03,0.600,121.8750,119.5312,133.33,7.03
4.50,133.33,7.03,0.600,121.8750,119.5312,133.33,7.03
4.56,133.33,7.03,0.600,121.8750,119.5312,133.33,7.03
4.60,133.33,7.03,0.600,121.8750,119.5312,133.33,7.03
4.65,133.33,7.03,0.600,121.8750,119.5312,133.33,7.03
4.71,133.33,7.03,0.600,121.8750,119.5312,133.33,7.03
4.75,133.33,7.03,0.600,121.8750,119.5312,133.33,7.03
4.80,133.33,7.03,0.600,121.8750,119.5312,133.33,7.03
4.86,133.33,7.03,0.600,121.8750,119.5312,133.33,7.03
4.90,133.33,7.03,0.600,121.8750,119.5312,133.33,7.03
4.95,133.33,7.03,0.600,121.8750,119.5312,133.33,7.03
5.01,133.33,7.03,0.600,121.8750,119.5312,133.33,7.03
5.05,133.33,7.03,0.650,121.8750,119.5312,133.33,7.03
5.10,133.33,7.03,0.700,121.8750,119.5312,133.33,7.03
5.16,133.33,7.03,0.750,121.8750,119.5312,133.33,7.03
5.20,133.33,7.03,0.800,121.8750,119.5312,133.33,7.03
5.25,133.33,7.03,0.850,121.8750,119.5312,133.33,7.03
5.31,133.33,7.03,0.900,121.8750,119.5312,133.33,7.03
5.35,133.33,7.03,0.950,121.8750,119.5312,133.33,7.03
5.40,133.33,7.03,1.000,121.8750,119.5312,133.33,7.03
5.46,133.33,7.03,1.000,121.8750,119.5312,133.33,7.03
5.50,133.33,7.03,1.000,121.8750,119.5312,133.33,7.03
5.55,133.33,7.03,1.000,121.8750,119.5312,133.33,7.03
5.61,133.33,7.03,1.000,121.8750,119.5312,133.33,7.03
5.65,133.33,7.03,1.000,121.8750,119.5312,133.33,7.03
5.70,133.33,7.03,1.000,121.8750,119.5312,133.33,7.03
5.76,133.33,7.03,1.000,121.8750,119.5312,133.33,7.03
5.80,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
5.85,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
5.91,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
5.95,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
6.00,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
6.06,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
6.10,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
6.15,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
6.21,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
6.25,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
6.30,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
6.36,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
6.40,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
6.45,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
6.51,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
6.55,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
6.60,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
6.66,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
6.70,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
6.75,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
6.81,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
6.85,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
6.90,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
6.96,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
7.00,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
7.05,133.33,9.38,1.000,121.8750,119.5312,133.33,9.38
