Timestamp,Raw_Range,Range_m
09:01:07,1.934,-0.717
09:01:07,1.931,-0.717
09:01:07,1.935,-0.716
09:01:07,1.979,-0.705
09:01:07,1.990,-0.703
09:01:07,1.988,-0.703
09:01:07,2.010,-0.697
09:01:07,2.009,-0.698
09:01:07,2.018,-0.696
09:01:07,2.000,-0.700
09:01:07,1.953,-0.712
09:01:07,1.941,-0.715
