Time,HeartRate_BPM,RespirationRate_BPM,Range_m,HeartWaveform,BreathWaveform,HeartRate_FFT,BreathRate_FFT
2.29,60.00,7.03,0.221,111.3281,111.3281,60.00,7.03
2.35,60.00,7.03,0.224,111.3281,111.3281,60.00,7.03
2.39,60.00,7.03,0.227,111.3281,111.3281,60.00,7.03
2.44,60.00,7.03,0.231,111.3281,111.3281,60.00,7.03
2.50,60.00,7.03,0.234,111.3281,110.1562,60.00,7.03
2.54,60.00,7.03,0.237,111.3281,110.1562,60.00,7.03
2.59,60.00,7.03,0.237,111.3281,110.1562,60.00,7.03
2.65,60.00,7.03,0.237,111.3281,110.1562,60.00,7.03
2.69,60.00,7.03,0.237,111.3281,110.1562,60.00,7.03
2.74,60.00,7.03,0.237,110.1562,110.1562,60.00,7.03
2.80,60.00,7.03,0.237,110.1562,110.1562,60.00,7.03
2.84,60.00,7.03,0.237,110.1562,110.1562,60.00,7.03
2.89,60.00,7.03,0.237,110.1562,110.1562,60.00,7.03
2.95,60.00,7.03,0.285,110.1562,110.1562,60.00,7.03
2.99,60.00,7.03,0.334,110.1562,110.1562,60.00,7.03
3.04,60.00,7.03,0.382,110.1562,110.1562,60.00,7.03
3.10,60.00,7.03,0.431,110.1562,110.1562,60.00,7.03
3.14,60.00,7.03,0.431,110.1562,110.1562,60.00,7.03
3.19,57.14,7.03,0.442,110.1562,110.1562,57.14,7.03
3.25,57.14,7.03,0.453,110.1562,110.1562,57.14,7.03
3.31,57.14,7.03,0.464,110.1562,110.1562,57.14,7.03
3.34,57.14,7.03,0.427,110.1562,110.1562,57.14,7.03
3.40,57.14,7.03,0.389,110.1562,110.1562,57.14,7.03
3.44,57.14,7.03,0.352,110.1562,110.1562,57.14,7.03
3.49,57.14,7.03,0.315,110.1562,110.1562,57.14,7.03
3.55,57.14,7.03,0.326,110.1562,110.1562,57.14,7.03
3.59,57.14,7.03,0.326,110.1562,110.1562,57.14,7.03
3.64,57.14,7.03,0.357,110.1562,110.1562,57.14,7.03
3.70,57.14,7.03,0.389,110.1562,110.1562,57.14,7.03
3.74,57.14,7.03,0.420,110.1562,110.1562,57.14,7.03
3.79,57.14,7.03,0.452,110.1562,110.1562,57.14,7.03
3.85,57.14,7.03,0.484,110.1562,110.1562,57.14,7.03
3.89,57.14,7.03,0.515,110.1562,110.1562,57.14,7.03
