Time,HeartRate_BPM,RespirationRate_BPM,Range_m,HeartWaveform,BreathWaveform,HeartRate_FFT,BreathRate_FFT
2.35,60.00,7.03,0.895,168.7500,69.1406,60.00,7.03
2.49,60.00,7.03,0.895,168.7500,69.1406,60.00,7.03
2.62,60.00,7.03,0.895,168.7500,69.1406,60.00,7.03
2.73,60.00,7.03,0.895,168.7500,69.1406,60.00,7.03
2.84,60.00,7.03,0.895,168.7500,69.1406,60.00,7.03
2.96,60.00,7.03,0.895,168.7500,69.1406,60.00,7.03
3.07,60.00,7.03,0.948,168.7500,113.6719,60.00,7.03
3.19,60.00,7.03,0.948,168.7500,113.6719,60.00,7.03
3.30,60.00,7.03,0.948,168.7500,113.6719,60.00,7.03
3.42,60.00,7.03,0.948,113.6719,113.6719,60.00,7.03
3.54,60.00,7.03,0.948,113.6719,113.6719,60.00,7.03
3.67,60.00,7.03,0.948,113.6719,113.6719,60.00,7.03
3.79,60.00,7.03,0.901,113.6719,113.6719,60.00,7.03
4.08,60.00,7.03,0.919,113.6719,113.6719,60.00,7.03
4.18,60.00,7.03,0.884,113.6719,113.6719,60.00,7.03
4.31,60.00,7.03,0.840,113.6719,113.6719,60.00,7.03
4.43,60.00,7.03,0.840,113.6719,113.6719,60.00,7.03
4.58,60.00,7.03,0.840,113.6719,113.6719,60.00,7.03
4.71,60.00,7.03,0.840,113.6719,113.6719,60.00,7.03
4.84,60.00,7.03,0.840,113.6719,113.6719,60.00,7.03
4.98,60.00,7.03,0.840,113.6719,113.6719,60.00,7.03
5.10,60.00,7.03,0.840,113.6719,113.6719,60.00,7.03
5.25,60.00,7.03,0.840,113.6719,113.6719,60.00,7.03
5.38,60.00,7.03,0.840,113.6719,113.6719,60.00,7.03
5.51,60.00,7.03,0.840,113.6719,113.6719,60.00,7.03
5.66,60.00,7.03,0.840,113.6719,113.6719,60.00,7.03
5.78,60.00,7.03,0.840,113.6719,113.6719,60.00,7.03
5.90,60.00,7.03,0.886,113.6719,113.6719,60.00,7.03
6.04,60.00,7.03,0.920,113.6719,113.6719,60.00,7.03
6.18,60.00,7.03,0.955,112.5000,112.5000,60.00,7.03
6.31,60.00,7.03,0.952,112.5000,112.5000,60.00,7.03
6.43,60.00,7.03,0.904,112.5000,112.5000,60.00,7.03
6.56,60.00,7.03,0.904,112.5000,112.5000,60.00,7.03
6.68,60.00,7.03,0.904,112.5000,112.5000,60.00,7.03
6.81,60.00,7.03,0.904,112.5000,112.5000,60.00,7.03
6.93,60.00,7.03,0.904,112.5000,112.5000,60.00,7.03
7.05,60.00,7.03,0.904,112.5000,112.5000,60.00,7.03
7.16,60.00,7.03,0.904,112.5000,112.5000,60.00,7.03
7.29,63.16,7.03,0.904,112.5000,112.5000,63.16,7.03
7.38,63.16,7.03,0.904,112.5000,112.5000,63.16,7.03
7.49,63.16,7.03,0.904,112.5000,112.5000,63.16,7.03
7.60,63.16,7.03,0.904,112.5000,112.5000,63.16,7.03
7.71,63.16,7.03,0.904,112.5000,112.5000,63.16,7.03
7.82,63.16,7.03,0.904,112.5000,112.5000,63.16,7.03
7.93,63.16,7.03,0.904,112.5000,112.5000,63.16,7.03
8.03,63.16,7.03,0.899,112.5000,112.5000,63.16,7.03
8.15,63.16,7.03,0.947,112.5000,112.5000,63.16,7.03
8.24,63.16,7.03,0.947,112.5000,112.5000,63.16,7.03
8.37,63.16,7.03,0.947,112.5000,112.5000,63.16,7.03
8.49,63.16,7.03,0.947,110.1562,70.3125,63.16,7.03
8.60,63.16,7.03,0.947,110.1562,70.3125,63.16,7.03
8.72,63.16,9.38,0.947,110.1562,70.3125,63.16,9.38
8.83,63.16,9.38,0.947,110.1562,70.3125,63.16,9.38
8.96,63.16,9.38,0.947,110.1562,70.3125,63.16,9.38
9.07,63.16,9.38,0.947,110.1562,70.3125,63.16,9.38
9.20,63.16,9.38,0.947,110.1562,70.3125,63.16,9.38
9.32,63.16,9.38,0.947,110.1562,70.3125,63.16,9.38
9.45,63.16,9.38,0.897,110.1562,70.3125,63.16,9.38
9.57,80.00,9.38,0.849,110.1562,70.3125,80.00,9.38
9.71,80.00,9.38,0.800,110.1562,70.3125,80.00,9.38
9.82,80.00,9.38,0.802,110.1562,70.3125,80.00,9.38
9.95,80.00,9.38,0.802,110.1562,70.3125,80.00,9.38
