Time,HeartRate_BPM,RespirationRate_BPM,Range_m,HeartWaveform,BreathWaveform,HeartRate_FFT,BreathRate_FFT
2.40,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
2.44,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
2.50,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
2.54,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
2.59,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
2.65,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
2.70,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
2.74,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
2.80,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
2.85,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
2.92,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
2.95,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
3.00,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
3.04,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
3.10,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
3.15,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
3.19,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
3.25,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
3.30,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
3.34,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
3.41,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
3.45,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
3.49,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
3.55,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
3.60,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
3.64,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
3.70,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
3.75,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
3.79,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
3.85,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
3.90,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
3.94,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
4.00,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
4.05,85.71,7.03,0.560,169.9219,76.1719,85.71,7.03
4.09,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
4.15,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
4.20,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
4.24,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
4.30,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
4.35,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
4.42,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
4.45,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
4.50,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
4.54,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
4.60,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
4.65,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
4.69,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
4.75,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
4.80,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
4.84,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
4.91,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
4.95,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
4.99,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
5.05,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
5.10,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
5.14,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
5.20,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
5.25,85.71,9.38,0.560,169.9219,76.1719,85.71,9.38
