Time,HeartRate_BPM,RespirationRate_BPM,Range_m,HeartWaveform,BreathWaveform,HeartRate_FFT,BreathRate_FFT
2.49,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
2.66,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
2.83,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
2.97,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
3.11,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
3.26,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
3.41,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
3.56,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
3.71,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
3.87,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
4.04,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
4.20,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
4.39,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
4.56,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
4.73,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
4.91,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
5.07,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
5.23,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
5.39,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
5.55,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
5.70,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
5.89,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
6.07,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
6.23,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
6.41,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
6.56,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
6.72,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
6.88,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
7.04,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
7.19,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
7.32,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
7.47,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
7.61,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
7.75,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
7.89,133.33,7.03,0.600,94.9219,46.8750,133.33,7.03
8.03,70.59,7.03,0.600,94.9219,46.8750,70.59,7.03
8.17,70.59,7.03,0.600,94.9219,46.8750,70.59,7.03
8.33,70.59,7.03,0.600,94.9219,46.8750,70.59,7.03
8.47,70.59,7.03,0.600,94.9219,46.8750,70.59,7.03
8.62,70.59,7.03,0.600,94.9219,46.8750,70.59,7.03
8.78,70.59,7.03,0.600,94.9219,46.8750,70.59,7.03
8.94,70.59,7.03,0.600,94.9219,46.8750,70.59,7.03
9.08,70.59,7.03,0.600,94.9219,46.8750,70.59,7.03
9.24,70.59,7.03,0.600,196.8750,69.1406,70.59,7.03
9.39,70.59,7.03,0.600,196.8750,69.1406,70.59,7.03
9.54,70.59,9.38,0.600,196.8750,69.1406,70.59,9.38
9.69,70.59,9.38,0.600,196.8750,69.1406,70.59,9.38
9.85,70.59,9.38,0.600,196.8750,69.1406,70.59,9.38
9.98,70.59,9.38,0.600,196.8750,69.1406,70.59,9.38
